Id,Name,2023-08-15 21:17:55
27529790,"삼성전자 갤럭시탭S9 5G 128GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_1,591,590|+슬림 키보드_1,637,090|+북커버_1,500,590"
27529781,"삼성전자 갤럭시탭S9 5G 256GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_1,637,090|+슬림 키보드_1,637,090|+북커버_1,546,090"
27529778,"삼성전자 갤럭시탭S9 Wi-Fi 128GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_1,637,090|+슬림 키보드_1,637,090|+북커버_1,455,090"
27529784,"삼성전자 갤럭시탭S9 Wi-Fi 256GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_1,637,090|+슬림 키보드_1,637,090|+북커버_1,500,590"
27529076,"삼성전자 갤럭시탭S9 플러스 5G 256GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_2,298,910|+슬림 키보드_2,298,670|+북커버_2,198,990"
27529094,"삼성전자 갤럭시탭S9 플러스 5G 512GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_2,398,740|+슬림 키보드_2,398,740|+북커버_2,298,990"
27529034,"삼성전자 갤럭시탭S9 플러스 Wi-Fi 256GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_1,898,990|+슬림 키보드_1,798,990|+북커버_2,098,990"
27529046,"삼성전자 갤럭시탭S9 플러스 Wi-Fi 512GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_2,240,810|+슬림 키보드_2,302,740|+북커버_2,198,990"
26420162,"삼성전자 갤럭시탭S9 울트라 Wi-Fi 256GB, 마이크로소프트 365 패키지","정품_일시품절|+키보드_2,798,990|+슬림 키보드_2,798,990|+북커버_2,798,990"
26418938,"삼성전자 갤럭시탭S9 울트라 Wi-Fi 512GB, 마이크로소프트 365 패키지","정품_일시품절|+키보드_2,798,990|+슬림 키보드_2,798,990|+북커버_2,798,990"
26421485,"삼성전자 갤럭시탭S9 울트라 5G 1TB, 마이크로소프트 365 패키지","정품_일시품절|+키보드_3,098,990|+슬림 키보드_3,098,990|+북커버_3,070,730"
26418992,"삼성전자 갤럭시탭S9 울트라 5G 512GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_2,998,990|+슬림 키보드_2,998,990|+북커버_2,974,630"
26421449,"삼성전자 갤럭시탭S9 울트라 5G 256GB, 마이크로소프트 365 패키지","정품_가격비교예정|+키보드_2,998,990|+슬림 키보드_2,998,990|+북커버_2,974,730"
27525278,"삼성전자 갤럭시탭S9 5G 128GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_1,888,240|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27525272,"삼성전자 갤럭시탭S9 5G 256GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_2,080,240|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27525266,"삼성전자 갤럭시탭S9 Wi-Fi 128GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_1,637,680|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27525275,"삼성전자 갤럭시탭S9 Wi-Fi 256GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_1,830,640|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27524996,"삼성전자 갤럭시탭S9 플러스 5G 256GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_2,208,880|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27525002,"삼성전자 갤럭시탭S9 플러스 5G 512GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_2,400,880|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27524987,"삼성전자 갤럭시탭S9 플러스 Wi-Fi 256GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_1,959,280|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27524993,"삼성전자 갤럭시탭S9 플러스 Wi-Fi 512GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_2,039,310|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27524528,"삼성전자 갤럭시탭S9 울트라 Wi-Fi 256GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_2,469,040|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27524525,"삼성전자 갤럭시탭S9 울트라 Wi-Fi 512GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_2,661,040|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27524153,"삼성전자 갤럭시탭S9 울트라 5G 256GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_2,718,640|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27524204,"삼성전자 갤럭시탭S9 울트라 5G 1TB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_3,386,800|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
27524192,"삼성전자 갤럭시탭S9 울트라 5G 512GB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_2,910,640|+슬림 키보드_가격비교예정|+북커버_일시품절"
22292927,삼성전자 갤럭시탭S9 울트라 Wi-Fi 256GB,"정품_1,414,960|공식인증점_1,414,960|+키보드_2,358,880|+슬림 키보드_2,202,880|+북커버_2,045,880"
21399134,삼성전자 갤럭시탭S9 울트라 Wi-Fi 512GB,"정품_1,570,440|공식인증점_1,570,440|+키보드_2,558,880|+슬림 키보드_2,032,020|+북커버_1,883,020"
22309772,삼성전자 갤럭시탭S9 5G 128GB,"정품_1,092,950|공식인증점_1,092,950|+키보드_1,683,760|+슬림 키보드_1,583,920|+북커버_1,496,560"
22310501,삼성전자 갤럭시탭S9 5G 256GB,"정품_1,218,800|공식인증점_1,218,800|+키보드_1,875,760|+슬림 키보드_1,775,920|+북커버_1,688,560"
21504296,삼성전자 갤럭시탭S9 Wi-Fi 256GB,"정품_1,046,960|공식인증점_1,046,960|+키보드_1,626,160|+슬림 키보드_1,526,320|+북커버_1,299,470"
22298102,삼성전자 갤럭시탭S9 Wi-Fi 128GB,"정품_882,460|공식인증점_890,560|+키보드_1,434,160|+슬림 키보드_1,333,360|+북커버_1,199,570"
22312679,삼성전자 갤럭시탭S9 플러스 5G 512GB,"정품_1,478,430|공식인증점_1,478,430|+키보드_2,287,480|+슬림 키보드_2,170,480|+북커버_2,066,480"
22311890,삼성전자 갤럭시탭S9 플러스 5G 256GB,"정품_1,322,950|공식인증점_1,322,950|+키보드_2,087,480|+슬림 키보드_1,970,880|+북커버_1,866,880"
22044530,삼성전자 갤럭시탭S9 플러스 Wi-Fi 256GB,"정품_1,120,000|공식인증점_1,120,000|+키보드_1,827,580|+슬림 키보드_1,710,880|+북커버_1,606,880"
21505136,삼성전자 갤럭시탭S9 플러스 Wi-Fi 512GB,"정품_1,017,600|공식인증점_1,276,040|+키보드_1,957,990|+슬림 키보드_1,910,880|+북커버_1,806,880"
22315253,삼성전자 갤럭시탭S9 울트라 5G 1TB,"정품_2,286,450|공식인증점_2,286,450|+키보드_3,016,090|+슬림 키보드_2,974,530|+북커버_2,878,530"
22314944,삼성전자 갤럭시탭S9 울트라 5G 512GB,"정품_1,772,840|공식인증점_1,772,840|+키보드_2,725,790|+슬림 키보드_2,662,880|+북커버_2,506,880"
22314533,삼성전자 갤럭시탭S9 울트라 5G 256GB,"정품_1,617,360|공식인증점_1,617,360|+키보드_2,618,880|+슬림 키보드_2,462,880|+북커버_2,306,880"
26420222,"삼성전자 갤럭시탭S9 울트라 Wi-Fi 1TB, 마이크로소프트 365 패키지","정품_일시품절|+키보드_2,998,990|+슬림 키보드_2,998,990|+북커버_2,974,730"
27524534,"삼성전자 갤럭시탭S9 울트라 Wi-Fi 1TB, 버즈2 프로 패키지","정품_가격비교예정|+키보드_3,137,200|+슬림 키보드_가격비교예정|+북커버_가격비교예정"
