Id,Name,2023-08-15 21:24:10
26074697,삼성전자 AC145CS4FHH2ST,"기본설치비 포함(수도권)_5,399,000|기본설치비 포함(전국)_5,399,000|공식인증점 판매_5,399,000|기본설치비 별도_가격비교예정"
26072969,삼성전자 AC090CS4FBH2SY,"기본설치비 포함(수도권)_4,228,190|기본설치비 포함(전국)_4,228,190|공식인증점 판매_4,228,190|기본설치비 별도_2,818,990"
26071670,삼성전자 AC072CS4FBH2SY,"기본설치비 포함(수도권)_3,707,290|기본설치비 포함(전국)_3,707,290|공식인증점 판매_3,707,290|기본설치비 별도_2,436,420"
26059958,삼성전자 AC145CS4PHH1SY,"기본설치비 포함(수도권)_3,795,890|기본설치비 포함(전국)_3,795,890|공식인증점 판매_3,795,890|기본설치비 별도_가격비교예정"
26050064,삼성전자 AC090CS6PBH1SY,"기본설치비 포함(수도권)_3,363,590|기본설치비 포함(전국)_3,363,590|공식인증점 판매_3,363,590|기본설치비 별도_1,452,540"
24712181,삼성전자 AC130CS4FHH2SY,"기본설치비 포함(수도권)_4,943,790|기본설치비 포함(전국)_4,943,790|공식인증점 판매_4,943,790|기본설치비 별도_3,426,890"
24712022,삼성전자 AC110CS4FHH2SY,"기본설치비 포함(수도권)_4,674,990|기본설치비 포함(전국)_4,674,990|공식인증점 판매_4,674,990|기본설치비 별도_3,206,900"
24711917,삼성전자 AC100CS6PHH1SY,"기본설치비 포함(수도권)_3,556,300|기본설치비 포함(전국)_3,556,300|공식인증점 판매_3,556,300|기본설치비 별도_1,652,040"
24711821,삼성전자 AC100CS6PBH1SY,"기본설치비 포함(수도권)_3,556,290|기본설치비 포함(전국)_3,556,290|공식인증점 판매_3,556,290|기본설치비 별도_1,652,040"
24711698,삼성전자 AC130CS6PBH1SY,"기본설치비 포함(수도권)_3,946,890|기본설치비 포함(전국)_3,946,890|공식인증점 판매_3,946,890|기본설치비 별도_2,058,940"
24711623,삼성전자 AC110CS6PHH1SY,"기본설치비 포함(수도권)_3,739,600|기본설치비 포함(전국)_3,739,600|공식인증점 판매_3,739,600|기본설치비 별도_1,819,750"
